State,District,RMNCH,NCD,FRP,UHC_Index,UHC_Tercile,SCA,Infectious_Diseases,RMNCH_norm,NCD_norm,FRP_norm,UHC_Index_norm,SCA_norm,Infectious_Diseases_norm,UHC_District,UHC_Poorest20,UHC_Rural,UHC_ReligMin,UHC_SCST,Service_Coverage,FRP_D,UHC_Index_D,Region,UHC_Gap,SCA_FRP_Gap,Equity_Gap_Poor,Equity_Gap_Rural,Equity_Gap_SCST,Equity_Gap_ReligMin,HC_Cluster,KM_Cluster
Haryana,Kaithal,73.06,9.04,57.31,45.1,Medium UHC,54.48,90.5,0.8073831497469485,0.14433933475740005,0.4615597345132744,0.4346207538389948,0.5413407148874714,0.9175280898876403,45.1,31.16,44.94,38.34,44.78,42.48,57.31,45.1,North,54.9,-14.83,13.94,0.16,0.32,6.76,3.0,0.0
Haryana,Rewari,70.54,5.29,61.42,42.57,Medium UHC,71.48,85.23,0.7698719857100328,0.029905401281660055,0.5183904867256637,0.3757561656584457,0.7459381393669515,0.858314606741573,42.57,38.74,43.17,40.664,42.52,38.84,61.42,42.57,North,57.43,-22.58,3.83,-0.6,0.05,1.91,3.0,0.0
Haryana,Palwal,58.84,10.13,55.0,41.53,Medium UHC,43.39,86.76,0.5957130098243525,0.17760146475434854,0.42961836283185845,0.35155886458818053,0.40787098327115173,0.8755056179775281,41.53,35.15,40.63,33.65,40.82,38.71,55.0,41.53,North,58.47,-16.29,6.38,0.9,0.71,7.88,1.0,1.0
Haryana,Kurukshetra,70.05,11.47,52.64,48.75,High UHC,71.59,90.96,0.7625781482584101,0.2184925236496796,0.3969856194690266,0.5195439739413681,0.7472620050547598,0.922696629213483,48.75,42.51,48.31,45.08,45.45,47.83,52.64,48.75,North,51.25,-4.81,6.24,0.44,3.3,3.67,3.0,0.0
Haryana,Gurgaon,63.05,8.08,65.6,43.9,Medium UHC,57.5,84.85,0.6583804703780887,0.11504424778761063,0.5761891592920354,0.40670079106561174,0.5776868455891202,0.8540449438202246,43.9,33.14,42.97,37.53,41.34,39.7,65.6,43.9,North,56.1,-25.9,10.76,0.93,2.56,6.37,3.0,0.0
Haryana,Panchkula,73.77,8.36,56.5,45.63,Medium UHC,64.93,87.45,0.8179517713605239,0.12358864815379919,0.45035951327433627,0.4469520707305723,0.6671079552292696,0.8832584269662921,45.63,40.98,44.58,30.63,44.73,43.25,56.5,45.63,North,54.37,-13.25,4.65,1.05,0.9,15.0,3.0,0.0
Haryana,Jhajjar,74.86,8.98,65.68,48.45,High UHC,70.65,85.6,0.8341768383447453,0.14250839182178823,0.5772953539823009,0.5125639832480222,0.7359489709953062,0.8624719101123595,48.45,42.38,48.34,21.39,47.88,44.9,65.68,48.45,North,51.55,-20.78,6.07,0.11,0.57,27.06,3.0,0.0
Haryana,Jind,70.28,13.02,59.45,47.8,High UHC,52.06,88.08,0.7660017862459064,0.26579188281965216,0.49115044247787615,0.4974406700791063,0.5122156697556866,0.8903370786516853,47.8,44.52,47.4,48.13399999999999,46.93,45.26,59.45,47.8,North,52.2,-14.19,3.28,0.4,0.87,-0.33,3.0,0.0
Haryana,Yamunanagar,65.97,14.52,49.66,44.69,Medium UHC,41.56,90.12,0.7018457874367371,0.31156545620994813,0.3557798672566372,0.42508143322475567,0.3858466722830665,0.9132584269662922,44.69,36.09,42.2,41.3,47.14,43.52,49.66,44.69,North,55.31,-6.14,8.6,2.49,-2.45,3.39,1.0,1.0
Haryana,Karnal,79.16,9.99,57.22,49.35,High UHC,71.75,90.17,0.8981839833283715,0.17332926457125422,0.4603152654867257,0.5335039553280596,0.7491876278733902,0.9138202247191012,49.35,42.22,48.78,38.55200000000001,47.7,47.56,57.22,49.35,North,50.65,-9.66,7.13,0.57,1.65,10.8,3.0,0.0
Haryana,Sonipat,67.93,9.26,52.6,44.41,Medium UHC,59.16,88.19,0.7310211372432273,0.15105279218797682,0.39643252212389385,0.4185667752442994,0.5976651823324106,0.8915730337078651,44.41,30.93,43.97,30.09,44.54,42.56,52.6,44.41,North,55.59,-10.04,13.48,0.44,-0.13,14.32,3.0,0.0
Haryana,Fatehabad,75.94,7.29,61.01,44.13,Medium UHC,55.62,89.14,0.8502530515034236,0.09093683246872139,0.5127212389380531,0.4120521172638436,0.555060777470213,0.902247191011236,44.13,40.27,44.2,45.27,43.28,40.7,61.01,44.13,North,55.87,-20.31,3.86,-0.07,0.85,-1.14,3.0,0.0
Haryana,Bhiwani,65.65,7.02,59.41,42.21,Medium UHC,56.64,86.48,0.697082465019351,0.0826975892584681,0.4905973451327434,0.36738017682643087,0.5673366229389818,0.8723595505617977,42.21,38.08,41.51,40.122,41.71,38.76,59.41,42.21,North,57.79,-20.65,4.13,0.7,0.5,2.09,3.0,0.0
Haryana,Rohtak,67.12,6.35,62.03,44.17,Medium UHC,73.81,86.14,0.7189639773742186,0.06225205981080256,0.5268252212389382,0.4129827826896231,0.7739800216632566,0.8685393258426966,44.17,40.1,44.22,32.41,44.48,40.58,62.03,44.17,North,55.83,-21.45,4.07,-0.05,-0.31,11.76,3.0,0.0
Himachal Pradesh,Solan,80.16,12.71,70.07,47.98,High UHC,39.97,89.17,0.913069365882703,0.2563320109856577,0.6379977876106193,0.5016286644951138,0.3667107955229269,0.9025842696629214,47.98,40.43,47.63,45.01,47.62,43.65,70.07,47.98,North,52.02,-26.42,7.55,0.35,0.36,2.97,3.0,0.0
Himachal Pradesh,Mandi,81.06,8.45,74.39,43.54,Medium UHC,33.94,90.39,0.9264662101816016,0.12633506255721696,0.6977323008849559,0.398324802233597,0.29413888554579365,0.9162921348314605,43.54,42.44,43.34,43.006,43.77,38.08,74.39,43.54,North,56.46,-36.31,1.1,0.2,-0.23,0.53,3.0,0.0
Himachal Pradesh,Chamba,72.08,12.48,57.52,45.05,Medium UHC,42.18,85.06,0.7927954748437035,0.2493133963991456,0.4644634955752213,0.4334574220567704,0.3933084607052593,0.8564044943820225,45.05,31.97,44.91,25.29,44.61,42.39,57.52,45.05,North,54.95,-15.13,13.08,0.14,0.44,19.76,3.0,1.0
Himachal Pradesh,Sirmaur,79.9,8.85,60.93,41.74,Medium UHC,33.1,88.9,0.9091991664185769,0.13854134879462923,0.5116150442477876,0.35644485807352255,0.2840293657479841,0.8995505617977528,41.74,33.52,41.64,39.07,40.86,37.98,60.93,41.74,North,58.26,-22.95,8.22,0.1,0.88,2.67,3.0,0.0
Himachal Pradesh,Lahul and Spiti,63.95,9.65,70.41,46.63,Medium UHC,65.69,77.24,0.6717773146769872,0.16295392126945382,0.6426991150442478,0.470218706375058,0.6762546636177638,0.7685393258426965,46.63,46.44,46.66,46.38,47.41,42.06,70.41,46.63,North,53.37,-28.35,0.19,-0.03,-0.78,0.25,3.0,0.0
Himachal Pradesh,Kinnaur,74.83,8.9,70.12,45.29,Medium UHC,46.63,87.44,0.8337302768681155,0.14006713457430578,0.6386891592920354,0.43904141461144697,0.44686484534841736,0.8831460674157302,45.29,32.91,45.48,45.92,45.6,40.6,70.12,45.29,North,54.71,-29.52,12.38,-0.19,-0.31,-0.63,3.0,0.0
Himachal Pradesh,Hamirpur,64.33,11.53,73.34,46.74,High UHC,45.93,89.32,0.6774337600476331,0.22032346658529142,0.6832134955752214,0.4727780362959515,0.43844024551690935,0.9042696629213482,46.74,41.7,47.64,32.29,46.67,41.76,73.34,46.74,North,53.26,-31.58,5.04,-0.9,0.07,14.45,3.0,0.0
Himachal Pradesh,Shimla,77.85,15.87,70.25,52.85,High UHC,51.34,92.56,0.8786841321821969,0.3527616722612146,0.6404867256637168,0.6149371800837597,0.5035503670718497,0.9406741573033708,52.85,46.39,53.11,49.77,51.63,49.22,70.25,52.85,North,47.15,-21.03,6.46,-0.26,1.22,3.08,3.0,0.0
Himachal Pradesh,Bilaspur,78.34,11.46,72.55,46.95,High UHC,40.09,87.38,0.8859779696338196,0.21818736649374434,0.6722898230088497,0.4776640297812935,0.36815501263689976,0.8824719101123595,46.95,42.51,47.31,44.116,46.16,42.11,72.55,46.95,North,53.05,-30.44,4.44,-0.36,0.79,2.83,3.0,0.0
Himachal Pradesh,Kangra,59.0,9.32,68.15,43.72,Medium UHC,48.18,88.51,0.5980946710330455,0.1528837351235887,0.6114491150442478,0.40251279664960427,0.4655193164038994,0.8951685393258427,43.72,36.88,43.75,43.03,44.29,39.13,68.15,43.72,North,56.28,-29.02,6.84,-0.03,-0.57,0.69,3.0,1.0
Himachal Pradesh,Una,58.14,11.59,59.91,41.63,Medium UHC,34.12,90.83,0.5852932420363203,0.2221544095209033,0.4975110619469026,0.3538855281526291,0.29630521121675285,0.9212359550561797,41.63,37.0,40.91,28.83,40.59,38.01,59.91,41.63,North,58.37,-21.9,4.63,0.72,1.04,12.8,1.0,1.0
Himachal Pradesh,Kullu,68.82,9.36,62.25,42.2,Medium UHC,37.52,89.02,0.7442691277165822,0.15410436374732986,0.5298672566371683,0.36714751046998606,0.33722469611264894,0.9008988764044943,42.2,37.45,41.82,39.454,41.92,38.3,62.25,42.2,North,57.8,-23.95,4.75,0.38,0.28,2.75,3.0,1.0
Jammu Kashmir,Ganderbal,56.1,6.55,37.92,36.7,Low UHC,54.56,87.64,0.5549270616254838,0.0683552029295087,0.19344579646017707,0.23918101442531414,0.5423035262967866,0.8853932584269663,36.7,25.96,36.2,36.69,34.09,36.41,37.92,36.7,North,63.3,-1.51,10.74,0.5,2.61,0.01,1.0,1.0
Jammu Kashmir,Baramula,53.57,14.07,32.54,42.58,Medium UHC,65.42,87.28,0.5172670437630247,0.2978333841928593,0.11905420353982299,0.37598883201489053,0.6730051751113251,0.8813483146067416,42.58,26.25,42.94,42.62,31.1,45.54,32.54,42.58,North,57.42,13.0,16.33,-0.36,11.48,-0.04,1.0,1.0
Jammu Kashmir,Kupwara,75.72,9.89,33.38,41.92,Medium UHC,61.12,84.75,0.8469782673414706,0.17027769301190118,0.13066924778761063,0.3606328524895299,0.621254061860633,0.8529213483146066,41.92,18.62,41.4,41.94,36.04,44.38,33.38,41.92,North,58.08,11.0,23.3,0.52,5.88,-0.02,3.0,1.0
Jammu Kashmir,Bandipore,60.11,9.93,37.48,39.95,Low UHC,54.56,83.41,0.6146174456683536,0.17149832163564235,0.18736172566371673,0.3147975802698929,0.5423035262967866,0.8378651685393257,39.95,20.57,38.28,39.92,33.26,40.59,37.48,39.95,North,60.05,3.11,19.38,1.67,6.69,0.03,1.0,1.0
Jammu Kashmir,Udhampur,70.87,13.75,54.05,48.18,High UHC,61.12,80.64,0.7747841619529622,0.2880683552029295,0.4164823008849557,0.5062819916240111,0.621254061860633,0.8067415730337079,48.18,35.02,47.21,46.3,44.73,46.81,54.05,48.18,North,51.82,-7.24,13.16,0.97,3.45,1.88,3.0,0.0
Jammu Kashmir,Doda,58.92,11.16,43.31,40.93,Low UHC,47.76,84.39,0.596903840428699,0.20903265181568512,0.2679756637168142,0.337598883201489,0.46046455650499457,0.848876404494382,40.93,30.77,40.81,40.0,36.65,40.35,43.31,40.93,North,59.07,-2.96,10.16,0.12,4.28,0.93,1.0,1.0
Jammu Kashmir,Badgam,73.02,5.66,35.09,36.69,Low UHC,52.58,87.27,0.806787734444775,0.041196216051266416,0.15431415929203546,0.2389483480688691,0.5184739439162354,0.8812359550561797,36.69,21.41,36.72,36.7,34.1,37.1,35.09,36.69,North,63.31,2.01,15.28,-0.03,2.59,-0.01,3.0,1.0
Jammu Kashmir,Srinagar,76.17,7.1,56.52,42.85,Medium UHC,54.56,86.65,0.8536766894909199,0.08513884650595055,0.4506360619469027,0.38227082363890175,0.5423035262967866,0.8742696629213483,42.85,35.56,39.64,42.84,39.09,39.99,56.52,42.85,North,57.15,-16.53,7.29,3.21,3.76,0.01,3.0,0.0
Jammu Kashmir,Rajouri,74.84,7.81,48.88,43.05,Medium UHC,65.42,79.14,0.8338791306936587,0.10680500457735734,0.3449944690265487,0.38692415076779874,0.6730051751113251,0.7898876404494382,43.05,20.09,42.93,41.55,39.36,41.7,48.88,43.05,North,56.95,-7.18,22.96,0.12,3.69,1.5,3.0,0.0
Jammu Kashmir,Pulwama,72.21,13.01,45.11,46.04,Medium UHC,52.58,92.8,0.7947305745757663,0.2654867256637168,0.29286504424778764,0.4564913913448114,0.5184739439162354,0.9433707865168539,46.04,39.11,45.94,46.04,45.76200000000001,46.27,45.11,46.04,North,53.96,1.16,6.93,0.1,0.28,0.0,1.0,1.0
Jammu Kashmir,Kulgam,76.74,8.7,34.01,39.62,Low UHC,47.76,90.04,0.8621613575468888,0.13396399145559965,0.13938053097345132,0.3071195905072125,0.46046455650499457,0.9123595505617978,39.62,29.95,38.7,39.63,39.96,41.16,34.01,39.62,North,60.38,7.15,9.67,0.92,-0.34,-0.01,3.0,1.0
Jammu Kashmir,Shupiyan,75.83,6.47,38.06,40.94,Low UHC,67.09,91.79,0.8486156594224471,0.06591394568202624,0.19538163716814166,0.3378315495579338,0.6931038632807798,0.9320224719101124,40.94,25.34,40.58,40.97,41.22200000000001,41.7,38.06,40.94,North,59.06,3.64,15.6,0.36,-0.28,-0.03,3.0,0.0
Jammu Kashmir,Jammu,71.32,8.21,60.42,44.96,Medium UHC,59.65,87.03,0.7814825841024112,0.11901129081476966,0.5045630530973453,0.4313634248487668,0.6035624022144661,0.8785393258426966,44.96,34.12,42.74,46.57,42.01,41.76,60.42,44.96,North,55.04,-18.66,10.84,2.22,2.95,-1.61,3.0,0.0
Jammu Kashmir,Kathua,71.74,7.48,41.47,40.92,Low UHC,59.65,86.37,0.7877344447752307,0.09673481843149223,0.242533185840708,0.3373662168450442,0.6035624022144661,0.8711235955056179,40.92,34.56,41.13,37.78,39.11,40.78,41.47,40.92,North,59.08,-0.69,6.36,-0.21,1.81,3.14,3.0,1.0
Jammu Kashmir,Kishtwar,69.65,7.06,57.82,40.32,Low UHC,47.22,79.37,0.7566239952366777,0.08391821788220932,0.46861172566371684,0.3234062354583527,0.45396557949211697,0.7924719101123595,40.32,27.92,40.17,39.67,33.46,36.84,57.82,40.32,North,59.68,-20.98,12.4,0.15,6.86,0.65,1.0,1.0
Jammu Kashmir,Samba,73.22,9.19,51.57,42.76,Medium UHC,47.22,87.22,0.8097648109556416,0.1489166920964297,0.3821902654867257,0.380176826430898,0.45396557949211697,0.8806741573033707,42.76,28.29,42.19,39.1,39.49,40.8,51.57,42.76,North,57.24,-10.77,14.47,0.57,3.27,3.66,3.0,1.0
Jammu Kashmir,Anantnag,69.37,8.15,39.36,39.62,Low UHC,47.76,91.85,0.7524560881214647,0.11718034787915779,0.2133573008849558,0.3071195905072125,0.46046455650499457,0.9326966292134831,39.62,21.51,39.41,39.65,30.76,39.69,39.36,39.62,North,60.38,0.33,18.11,0.21,8.86,-0.03,3.0,1.0
Jammu Kashmir,Ramban,63.19,9.69,45.06,41.25,Low UHC,59.65,72.53,0.660464423935695,0.164174549893195,0.2921736725663718,0.3450442066077244,0.6035624022144661,0.7156179775280899,41.25,27.52,40.96,40.79,35.81,40.35,45.06,41.25,North,58.75,-4.71,13.73,0.29,5.44,0.46,1.0,1.0
Jammu Kashmir,Punch,71.23,7.3,45.85,39.05,Low UHC,47.22,80.62,0.7801428996725216,0.09124198962465671,0.3030973451327434,0.2938576081898556,0.45396557949211697,0.8065168539325842,39.05,20.14,38.65,38.7,36.07,37.51,45.85,39.05,North,60.95,-8.34,18.91,0.4,2.98,0.35,1.0,1.0
Jammu Kashmir,Reasi,62.21,5.34,43.71,36.85,Low UHC,59.65,78.49,0.6458767490324501,0.0314311870613366,0.27350663716814166,0.24267100977198697,0.6035624022144661,0.7825842696629213,36.85,14.9,36.23,33.85,31.49,35.32,43.71,36.85,North,63.15,-8.39,21.95,0.62,5.36,3.0,1.0,1.0
Jharkhand,Ranchi,62.49,7.17,72.98,39.59,Low UHC,35.95,82.74,0.6500446561476629,0.08727494659749771,0.6782356194690267,0.30642159143787806,0.3183295222048381,0.8303370786516853,39.59,36.0,39.66,36.48,38.49,33.97,72.98,39.59,East,60.41,-39.01,3.59,-0.07,1.1,3.11,3.0,1.0
Jharkhand,Kodarma,63.32,6.33,63.89,34.89,Low UHC,27.03,74.64,0.6623995236677582,0.06164174549893195,0.5525442477876106,0.19706840390879476,0.2109760500661933,0.7393258426966292,34.89,33.22,34.6,36.99,34.97,29.99,63.89,34.89,East,65.11,-33.9,1.67,0.29,-0.08,-2.1,3.0,1.0
Jharkhand,Godda,50.6,8.69,61.77,38.87,Low UHC,41.56,78.67,0.47305745757665973,0.13365883429966433,0.5232300884955754,0.28966961377384814,0.3858466722830665,0.7846067415730337,38.87,23.51,38.69,36.28,35.76,34.63,61.77,38.87,East,61.13,-27.14,15.36,0.18,3.11,2.59,1.0,1.0
Jharkhand,Purbi Singhbhum,65.63,7.76,74.22,38.96,Low UHC,28.71,82.67,0.6967847573682643,0.10527921879768082,0.6953816371681416,0.291763610981852,0.23119508966181246,0.8295505617977528,38.96,32.69,37.82,37.75,36.3,33.16,74.22,38.96,East,61.04,-41.06,6.27,1.14,2.66,1.21,3.0,1.0
Jharkhand,Sahibganj,47.97,5.82,58.18,30.59,Low UHC,22.63,72.89,0.4339089014587675,0.04607873054623132,0.47358960176991155,0.09702187063750578,0.15802142255385726,0.7196629213483146,30.59,18.82,30.48,29.08,28.44,26.05,58.18,30.59,East,69.41,-32.13,11.77,0.11,2.15,1.51,1.0,1.0
Jharkhand,Gumla,61.82,6.28,72.22,37.12,Low UHC,33.56,74.88,0.6400714498362607,0.06011595971925543,0.6677267699115044,0.24895300139599796,0.2895655313515465,0.7420224719101123,37.12,32.33,36.89,37.5,36.02,31.43,72.22,37.12,East,62.88,-40.79,4.79,0.23,1.1,-0.38,3.0,1.0
Jharkhand,Khunti,52.71,9.23,67.73,38.81,Low UHC,35.95,74.31,0.5044656147662995,0.1501373207201709,0.605641592920354,0.28827361563517917,0.3183295222048381,0.7356179775280899,38.81,19.46,38.01,36.17,38.11,33.77,67.73,38.81,East,61.19,-33.96,19.35,0.8,0.7,2.64,1.0,1.0
Jharkhand,Dhanbad,60.03,7.17,68.09,39.75,Low UHC,41.92,80.86,0.6134266150640071,0.08727494659749771,0.6106194690265487,0.3101442531409957,0.3901793236249849,0.8092134831460673,39.75,31.71,39.38,36.99,38.55,34.75,68.09,39.75,East,60.25,-33.34,8.04,0.37,1.2,2.76,3.0,1.0
Jharkhand,Jamtara,60.94,7.01,77.93,39.55,Low UHC,36.28,80.08,0.6269723131884488,0.0823924321025328,0.7466814159292037,0.3054909260120985,0.3223011192682633,0.8004494382022471,39.55,35.39,39.25,35.48,36.35,33.38,77.93,39.55,East,60.45,-44.55,4.16,0.3,3.2,4.07,1.0,1.0
Jharkhand,Chatra,56.17,5.35,76.52,32.98,Low UHC,22.06,76.94,0.555969038404287,0.031736344217271895,0.7271847345132745,0.15262912982782673,0.15116139126248646,0.7651685393258426,32.98,26.14,32.9,23.04,30.11,26.72,76.52,32.98,East,67.02,-49.8,6.84,0.08,2.87,9.94,1.0,1.0
Jharkhand,Saraikela- Kharsawan,65.87,10.72,76.17,43.67,Medium UHC,36.27,81.41,0.7003572491813039,0.19560573695453162,0.722345132743363,0.4013494648673801,0.3221807678420989,0.8153932584269662,43.67,31.11,43.44,40.54600000000001,42.0,38.0,76.17,43.67,East,56.33,-38.17,12.56,0.23,1.67,3.12,3.0,1.0
Jharkhand,Dumka,55.34,14.39,67.9,42.85,Medium UHC,36.28,73.63,0.5436141708841917,0.30759841318278913,0.6079922566371683,0.38227082363890175,0.3223011192682633,0.7279775280898876,42.85,24.62,42.42,37.1,39.52,38.19,67.9,42.85,East,57.15,-29.71,18.23,0.43,3.33,5.75,1.0,1.0
Jharkhand,Latehar,55.8,8.08,77.85,40.39,Low UHC,39.51,77.52,0.5504614468591842,0.11504424778761063,0.7455752212389382,0.3250348999534667,0.3611746299193645,0.7716853932584269,40.39,32.27,40.04,40.59,39.13,34.28,77.85,40.39,East,59.61,-43.57,8.12,0.35,1.26,-0.2,1.0,1.0
Jharkhand,Giridih,56.9,10.07,74.36,37.71,Low UHC,22.16,80.77,0.566835367668949,0.17577052181873667,0.6973174778761062,0.2626803164262447,0.15236490552413046,0.8082022471910111,37.71,33.63,37.29,39.62,36.47,31.82,74.36,37.71,East,62.29,-42.54,4.08,0.42,1.24,-1.91,1.0,1.0
Jharkhand,Ramgarh,67.24,10.62,63.18,40.98,Low UHC,33.19,77.16,0.7207502232807382,0.19255416539517853,0.5427267699115044,0.3387622149837132,0.28511252858346364,0.7676404494382022,40.98,36.73,39.59,41.89,39.26,36.77,63.18,40.98,East,59.02,-26.41,4.25,1.39,1.72,-0.91,3.0,1.0
Jharkhand,Hazaribagh,60.57,8.38,76.76,39.97,Low UHC,33.19,78.87,0.6214647216433462,0.12419896246566983,0.730503318584071,0.31526291298278253,0.28511252858346364,0.7868539325842696,39.97,33.7,40.04,37.99,39.48,33.95,76.76,39.97,East,60.03,-42.81,6.27,-0.07,0.49,1.98,1.0,1.0
Jharkhand,Pashchimi Singhbhum,52.47,4.91,72.37,34.25,Low UHC,36.27,69.7,0.5008931229532598,0.0183094293561184,0.6698008849557524,0.18217775709632378,0.3221807678420989,0.6838202247191011,34.25,25.35,33.58,32.35,33.54,28.41,72.37,34.25,East,65.75,-43.96,8.9,0.67,0.71,1.9,1.0,1.0
Jharkhand,Lohardaga,60.9,10.14,58.65,30.51,Low UHC,9.5,76.77,0.6263768978862756,0.1779066219102838,0.4800884955752212,0.09516053978594696,0.0,0.763258426966292,30.51,27.87,29.77,29.73,28.99,25.91,58.65,30.51,East,69.49,-32.74,2.64,0.74,1.52,0.78,1.0,1.0
Jharkhand,Simdega,46.03,6.31,79.83,35.39,Low UHC,33.56,71.34,0.40503125930336403,0.061031431187061336,0.772953539823009,0.20870172173103763,0.2895655313515465,0.7022471910112359,35.39,28.27,35.44,33.58,34.47,28.88,79.83,35.39,East,64.61,-50.95,7.12,-0.05,0.92,1.81,1.0,1.0
Jharkhand,Palamu,61.83,9.46,77.53,42.63,Medium UHC,39.51,78.59,0.640220303661804,0.157155935306683,0.7411504424778763,0.3771521637971149,0.3611746299193645,0.7837078651685393,42.63,37.82,42.05,43.89,40.7,36.71,77.53,42.63,East,57.37,-40.82,4.81,0.58,1.93,-1.26,1.0,1.0
Jharkhand,Pakur,51.33,9.32,72.49,35.89,Low UHC,24.15,71.03,0.48392378684132176,0.1528837351235887,0.6714601769911503,0.2203350395532805,0.17631483933084602,0.6987640449438202,35.89,29.47,36.1,34.0,34.17,30.1,72.49,35.89,East,64.11,-42.39,6.42,-0.21,1.72,1.89,1.0,1.0
Jharkhand,Deoghar,47.82,11.02,72.78,37.02,Low UHC,23.66,76.61,0.4316760940756177,0.2047604516325908,0.675470132743363,0.24662633783154952,0.17041761944879047,0.7614606741573033,37.02,22.34,36.95,35.2,34.69,31.26,72.78,37.02,East,62.98,-41.52,14.68,0.07,2.33,1.82,1.0,1.0
Jharkhand,Garhwa,58.55,8.82,75.84,38.37,Low UHC,26.53,80.03,0.5913962488835962,0.13762587732682333,0.7177820796460179,0.2780362959516053,0.2049584787579733,0.7998876404494382,38.37,24.72,38.27,35.94,36.07,32.36,75.84,38.37,East,61.63,-43.48,13.65,0.1,2.3,2.43,1.0,1.0
Jharkhand,Bokaro,66.25,7.8,71.32,40.59,Low UHC,37.51,79.71,0.70601369455195,0.10649984742142204,0.6552820796460177,0.3296882270823639,0.3371043446864845,0.7962921348314606,40.59,36.6,39.39,39.14,40.06,35.26,71.32,40.59,East,59.41,-36.06,3.99,1.2,0.53,1.45,3.0,1.0
Karnataka,Chikmagalur,81.82,11.8,70.25,52.91,High UHC,72.3,84.55,0.9377791009228936,0.22856270979554474,0.6404867256637168,0.6163331782224288,0.7558069563124321,0.8506741573033707,52.91,49.07,53.02,51.18,50.9,49.29,70.25,52.91,South,47.09,-20.96,3.84,-0.11,2.01,1.73,3.0,0.0
Karnataka,Chamarajanaga r,84.34,5.25,69.58,45.01,Medium UHC,71.62,83.75,0.9752902649598095,0.028684772657918828,0.6312223451327434,0.43252675663099094,0.7476230593332531,0.841685393258427,,,,,,,,,South,54.99,,,,,,3.0,0.0
Karnataka,Davanagere,62.79,11.19,52.67,46.56,Medium UHC,72.35,81.74,0.6545102709139624,0.20994812328349102,0.39740044247787615,0.468590041879944,0.7564087134432542,0.8191011235955055,46.56,39.14,44.52,49.69,45.44,45.15,52.67,46.56,South,53.44,-7.52,7.42,2.04,1.12,-3.13,3.0,0.0
Karnataka,Dakshina Kannada,75.31,7.91,70.25,45.84,Medium UHC,55.42,87.29,0.8408752604941946,0.10985657613671043,0.6404867256637168,0.4518380642159143,0.552653748946925,0.8814606741573033,45.84,44.07,45.9,44.24,45.09,41.2,70.25,45.84,South,54.16,-29.05,1.77,-0.06,0.75,1.6,3.0,0.0
Karnataka,Bangalore Rural,81.94,7.21,73.51,47.15,High UHC,68.82,78.0,0.9395653468294135,0.08849557522123894,0.6855641592920356,0.4823173569101906,0.7139246600072209,0.7770786516853931,47.15,43.91,47.53,45.13,47.68,42.2,73.51,47.15,South,52.85,-31.31,3.24,-0.38,-0.53,2.02,3.0,0.0
Karnataka,Gadag,67.39,8.62,54.52,43.8,Medium UHC,68.19,74.65,0.7229830306638879,0.1315227342081172,0.42298119469026557,0.4043741275011632,0.7063425201588638,0.739438202247191,43.8,27.0,42.83,45.16,38.29,41.46,54.52,43.8,South,56.2,-13.06,16.8,0.97,5.51,-1.36,1.0,0.0
Karnataka,Mandya,86.0,10.39,76.94,53.91,High UHC,76.46,86.68,0.9999999999999999,0.1855355508086665,0.7329922566371683,0.6395998138669146,0.8058731495968225,0.8746067415730338,53.91,49.66,53.86,54.32,52.37,49.33,76.94,53.91,South,46.09,-27.61,4.25,0.05,1.54,-0.41,3.0,0.0
Karnataka,Koppal,61.86,7.98,55.18,43.27,Medium UHC,74.86,74.38,0.640666865138434,0.11199267622825756,0.4321073008849558,0.3920428106095859,0.7866169214105185,0.7364044943820224,43.27,25.31,43.45,46.82,39.61,40.72,55.18,43.27,South,56.73,-14.46,17.96,-0.18,3.66,-3.55,1.0,0.0
Karnataka,Bagalkot,69.62,6.93,48.87,42.54,Medium UHC,81.17,72.81,0.7561774337600476,0.07995117485505035,0.34485619469026546,0.37505816658911106,0.8625586713202551,0.7187640449438202,42.54,25.29,42.15,41.95,41.8,41.1,48.87,42.54,South,57.46,-7.77,17.25,0.39,0.74,0.59,1.0,0.0
Karnataka,Ramanagara,85.17,9.01,69.15,48.79,High UHC,63.19,82.38,0.9876451324799046,0.14342386328959414,0.6252765486725664,0.5204746393671473,0.6461668070766637,0.8262921348314606,48.79,42.25,49.36,35.24,47.47,44.71,69.15,48.79,South,51.21,-24.44,6.54,-0.57,1.32,13.55,3.0,0.0
Karnataka,Bidar,64.81,8.53,49.29,43.77,Medium UHC,76.75,76.86,0.6845787436737124,0.12877631980469942,0.35066371681415925,0.40367612843182865,0.8093633409555903,0.7642696629213482,43.77,32.54,42.74,44.03,41.51,42.49,49.29,43.77,South,56.23,-6.8,11.23,1.03,2.26,-0.26,1.0,0.0
Karnataka,Hassan,79.18,13.7,72.52,52.36,High UHC,58.86,85.04,0.8984816909794583,0.28654256942325296,0.671875,0.6035365286179617,0.5940546395474786,0.8561797752808988,52.36,47.57,52.96,47.58,49.79,48.27,72.52,52.36,South,47.64,-24.25,4.79,-0.6,2.57,4.78,3.0,0.0
Karnataka,Udupi,77.46,6.86,76.07,46.6,Medium UHC,62.7,86.71,0.8728788329860077,0.07781507476350322,0.720962389380531,0.4695207073057235,0.6402695871946082,0.874943820224719,46.6,41.4,46.06,45.75,47.03,41.23,76.07,46.6,South,53.4,-34.84,5.2,0.54,-0.43,0.85,3.0,0.0
