State,District,RMNCH,NCD,FRP,UHC_Index,UHC_Tercile,SCA,Infectious_Diseases,RMNCH_norm,NCD_norm,FRP_norm,UHC_Index_norm,SCA_norm,Infectious_Diseases_norm,UHC_District,UHC_Poorest20,UHC_Rural,UHC_ReligMin,UHC_SCST,Service_Coverage,FRP_D,UHC_Index_D,Region,UHC_Gap,SCA_FRP_Gap,Equity_Gap_Poor,Equity_Gap_Rural,Equity_Gap_SCST,Equity_Gap_ReligMin,HC_Cluster,KM_Cluster
Maharashtra,Amravati,80.44,7.35,58.46,46.0,Medium UHC,71.14,83.75,0.917237272997916,0.09276777540433323,0.47746128318584075,0.45556072591903196,0.7418461908773619,0.841685393258427,46.0,29.67,46.42,46.25,44.91,43.33,58.46,46.0,West,54.0,-15.13,16.33,-0.42,1.09,-0.25,3.0,0.0
Maharashtra,Gondiya,81.08,10.49,55.96,49.34,High UHC,75.37,81.53,0.9267639178326882,0.18858712236801958,0.4428926991150443,0.5332712889716147,0.792754844144903,0.8167415730337079,49.34,34.44,49.18,47.79,48.52,47.81,55.96,49.34,West,50.66,-8.15,14.9,0.16,0.82,1.55,3.0,0.0
Maharashtra,Solapur,78.52,9.8,52.94,46.14,Medium UHC,66.49,77.2,0.8886573384935991,0.1675312786084834,0.4011338495575221,0.45881805490926,0.6858827777109158,0.7680898876404494,46.14,39.1,45.93,46.73,45.34,44.59,52.94,46.14,West,53.86,-8.35,7.04,0.21,0.8,-0.59,3.0,0.0
Maharashtra,Bid,64.7,15.55,41.41,46.22,Medium UHC,65.48,77.33,0.682941351592736,0.34299664327128476,0.2417035398230088,0.4606793857608189,0.6737272836683115,0.7695505617977527,46.22,36.21,45.77,44.81,43.08,47.51,41.41,46.22,West,53.78,6.1,10.01,0.45,3.14,1.41,3.0,1.0
Maharashtra,Ratnagiri,62.54,9.92,52.7,45.59,Medium UHC,68.37,88.09,0.6507889252753795,0.1711931644797071,0.3978152654867257,0.44602140530479284,0.708508845829823,0.8904494382022472,45.59,41.09,45.52,31.82,43.78,43.97,52.7,45.59,West,54.41,-8.73,4.5,0.07,1.81,13.77,3.0,0.0
Maharashtra,Sangli,60.85,23.35,49.42,51.04,High UHC,57.63,85.61,0.6256326287585591,0.581019224900824,0.35246128318584075,0.5728245695672405,0.5792514141292575,0.8625842696629212,51.04,43.55,49.52,51.01,51.05,51.45,49.42,51.04,West,48.96,2.03,7.49,1.52,-0.01,0.03,1.0,2.0
Maharashtra,Parbhani,47.47,18.77,46.44,46.67,High UHC,69.58,76.96,0.4264662101816016,0.44125724748245343,0.3112555309734513,0.4711493718008375,0.7230713683957155,0.7653932584269661,46.67,41.82,46.36,46.08,47.19,46.73,46.44,46.67,West,53.33,0.29,4.85,0.31,-0.52,0.59,1.0,1.0
Maharashtra,Hingoli,72.41,12.28,54.31,48.4,High UHC,68.72,79.99,0.7977076510866329,0.2432102532804394,0.4200774336283187,0.5114006514657978,0.7127211457455771,0.7994382022471909,48.4,40.66,48.74,48.61,47.56,47.02,54.31,48.4,West,51.6,-7.29,7.74,-0.34,0.84,-0.21,3.0,0.0
Maharashtra,Thane,66.11,22.92,59.91,54.85,High UHC,66.05,82.81,0.7039297409943435,0.5678974671956059,0.4975110619469026,0.6614704513727314,0.6805873149596822,0.831123595505618,54.85,40.87,53.15,49.94,52.43,53.65,59.91,54.85,West,45.15,-6.26,13.98,1.7,2.42,4.91,1.0,2.0
Maharashtra,Gadchiroli,85.94,14.85,59.15,55.0,High UHC,83.14,80.18,0.9991068770467401,0.3216356423558132,0.4870022123893805,0.6649604467194044,0.8862679022746418,0.8015730337078651,55.0,35.86,54.69,59.25,52.71,54.0,59.15,55.0,West,45.0,-5.15,19.14,0.31,2.29,-4.25,3.0,0.0
Maharashtra,Jalgaon,46.25,8.66,44.88,39.22,Low UHC,65.17,79.21,0.40830604346531707,0.13274336283185842,0.2896847345132744,0.2978129362494182,0.669996389457215,0.7906741573033707,39.22,20.25,37.29,37.68,33.62,37.92,44.88,39.22,West,60.78,-6.96,18.97,1.93,5.6,1.54,1.0,1.0
Maharashtra,Dhule,54.42,9.51,50.73,43.09,Medium UHC,70.62,80.13,0.5299196189342066,0.1586817210863595,0.370575221238938,0.3878548161935784,0.7355879167168131,0.8010112359550561,43.09,23.83,41.06,45.33,40.72,41.37,50.73,43.09,West,56.91,-9.36,19.26,2.03,2.37,-2.24,1.0,1.0
Maharashtra,Ahmadnagar,74.09,10.49,45.11,44.02,Medium UHC,59.29,79.48,0.8227150937779101,0.18858712236801958,0.29286504424778764,0.40949278734295014,0.5992297508725477,0.7937078651685393,44.02,37.34,43.36,43.29,43.74,43.75,45.11,44.02,West,55.98,-1.36,6.68,0.66,0.28,0.73,3.0,0.0
Maharashtra,Osmanabad,83.24,11.28,50.07,47.54,High UHC,64.38,80.16,0.9589163441500445,0.21269453768690874,0.36144911504424776,0.4913913448115401,0.6604886267902272,0.8013483146067415,47.54,39.07,47.29,50.78,48.84,46.92,50.07,47.54,West,52.46,-3.15,8.47,0.25,-1.3,-3.24,3.0,0.0
Maharashtra,Buldana,80.01,8.37,52.21,44.29,Medium UHC,63.04,77.35,0.9108365584995534,0.12389380530973451,0.3910398230088496,0.41577477896696124,0.6443615356841979,0.7697752808988763,44.29,29.69,44.26,44.74,44.28,42.51,52.21,44.29,West,55.71,-9.7,14.6,0.03,0.01,-0.45,3.0,0.0
Maharashtra,Bhandara,81.06,8.81,56.49,48.58,High UHC,78.88,85.03,0.9264662101816016,0.13732072017088806,0.45022123893805316,0.5155886458818053,0.8349981947286074,0.8560674157303371,48.58,30.73,47.98,41.61,46.78,46.78,56.49,48.58,West,51.42,-9.71,17.85,0.6,1.8,6.97,3.0,0.0
Maharashtra,Chandrapur,85.95,8.03,54.59,48.25,High UHC,80.29,86.45,0.9992557308722835,0.11351846200793408,0.42394911504424787,0.5079106561191251,0.8519677458177879,0.8720224719101123,48.25,32.62,47.33,50.35,49.25,46.78,54.59,48.25,West,51.75,-7.81,15.63,0.92,-1.0,-2.1,3.0,0.0
Maharashtra,Yavatmal,75.15,11.18,45.84,45.92,Medium UHC,65.37,81.03,0.8384935992855017,0.2096429661275557,0.3029590707964603,0.45369939506747325,0.672403417980503,0.811123595505618,45.92,31.48,44.77,47.74,46.27,45.93,45.84,45.92,West,54.08,0.09,14.44,1.15,-0.35,-1.82,3.0,0.0
Maharashtra,Nashik,62.67,10.17,51.75,45.78,Medium UHC,74.27,82.07,0.6527240250074426,0.1788220933780897,0.38467920353982304,0.45044206607724524,0.779516187266819,0.8228089887640448,45.78,34.82,45.58,39.65,44.11,44.4,51.75,45.78,West,54.22,-7.35,10.96,0.2,1.67,6.13,3.0,0.0
Maharashtra,Sindhudurg,63.45,14.44,52.71,48.37,High UHC,68.1,80.44,0.6643346233998214,0.3091241989624657,0.3979535398230089,0.5107026523964633,0.7052593573233841,0.8044943820224718,48.37,39.59,46.19,49.64,50.67,47.34,52.71,48.37,West,51.63,-5.37,8.78,2.18,-2.3,-1.27,3.0,0.0
Maharashtra,Akola,70.45,12.18,55.21,48.9,High UHC,75.53,78.15,0.7685323012801429,0.24015868172108637,0.43252212389380534,0.5230339692880408,0.7946804669635334,0.7787640449438202,48.9,33.93,49.96,45.71,51.68,47.44,55.21,48.9,West,51.1,-7.77,14.97,-1.06,-2.78,3.19,3.0,0.0
Maharashtra,Nandurbar,50.29,11.17,45.2,42.48,Medium UHC,71.55,76.19,0.46844298898481684,0.20933780897162038,0.2941095132743364,0.37366216845044187,0.7467805993501022,0.7567415730337078,42.48,24.1,41.92,45.63,40.6,41.83,45.2,42.48,West,57.52,-3.37,18.38,0.56,1.88,-3.15,1.0,1.0
Maharashtra,Washim,66.99,13.09,50.21,47.11,High UHC,73.52,71.69,0.7170288776421553,0.26792798291119924,0.36338495575221247,0.48138669148441116,0.7704898303044889,0.7061797752808988,47.11,28.92,46.43,47.1,45.27,46.37,50.21,47.11,West,52.89,-3.84,18.19,0.68,1.84,0.01,1.0,0.0
Maharashtra,Nagpur,79.07,11.79,57.99,50.35,High UHC,66.92,89.48,0.8968442988984816,0.22825755263960942,0.470962389380531,0.5567705909725453,0.6910578890359851,0.906067415730337,50.35,34.32,49.45,49.29,48.47,48.6,57.99,50.35,West,49.65,-9.39,16.03,0.9,1.88,1.06,3.0,0.0
Maharashtra,Latur,76.48,11.3,68.42,50.01,High UHC,67.56,78.27,0.8582911580827627,0.21330485199877944,0.6151825221238938,0.54885993485342,0.6987603803105067,0.7801123595505617,50.01,44.42,49.88,48.4,51.35,46.24,68.42,50.01,West,49.99,-22.18,5.59,0.13,-1.34,1.61,3.0,0.0
Maharashtra,Aurangabad,49.77,15.61,44.18,44.07,Medium UHC,60.65,79.87,0.46070259005656444,0.3448275862068966,0.2800055309734513,0.4106561191251745,0.6155975448309061,0.7980898876404494,44.07,35.65,43.52,42.35,43.93,44.04,44.18,44.07,West,55.93,-0.14,8.42,0.55,0.14,1.72,1.0,1.0
Manipur,Tamenglong,34.75,12.74,51.23,40.58,Low UHC,64.92,74.75,0.2371241440905031,0.2572474824534635,0.3774889380530973,0.32945556072591886,0.6669876038031051,0.740561797752809,40.58,25.63,39.84,40.58,40.77,38.28,51.23,40.58,Northeast,59.42,-12.95,14.95,0.74,-0.19,0.0,1.0,1.0
Manipur,Imphal East,33.12,15.45,41.33,38.98,Low UHC,65.42,65.05,0.21286097052694247,0.33994507171193167,0.2405973451327434,0.2922289436947416,0.6730051751113251,0.6315730337078651,38.98,31.42,37.26,37.67,40.06,38.41,41.33,38.98,Northeast,61.02,-2.92,7.56,1.72,-1.08,1.31,1.0,1.0
Manipur,Churachandpur,40.86,10.47,45.76,37.51,Low UHC,51.74,73.27,0.3280738314974695,0.18797680805614894,0.30185287610619466,0.25802698929734746,0.5083644241184258,0.7239325842696628,37.51,22.37,37.09,37.5,37.4,35.69,45.76,37.51,Northeast,62.49,-10.07,15.14,0.42,0.11,0.01,1.0,1.0
Manipur,Chandel,31.82,11.11,47.46,38.57,Low UHC,65.61,77.55,0.19350997320631136,0.20750686603600857,0.32535951327433627,0.2826896230805025,0.6752918522084486,0.7720224719101123,38.57,27.75,39.1,38.76,38.81,36.62,47.46,38.57,Northeast,61.43,-10.84,10.82,-0.53,-0.24,-0.19,1.0,1.0
Manipur,Thoubal,39.1,10.62,56.9,37.49,Low UHC,49.7,63.07,0.30187555820184575,0.19255416539517853,0.45589048672566373,0.25756165658445784,0.4838127331808882,0.6093258426966291,37.49,34.17,36.4,35.59,40.51,33.78,56.9,37.49,Northeast,62.51,-23.12,3.32,1.09,-3.02,1.9,1.0,1.0
Manipur,Bishnupur,32.1,12.67,43.31,35.43,Low UHC,53.66,59.1,0.19767788032152422,0.25511138236191644,0.2679756637168142,0.2096323871568171,0.5314718979419906,0.5647191011235955,35.43,32.7,37.84,34.9,34.79,33.7,43.31,35.43,Northeast,64.57,-9.61,2.73,-2.41,0.64,0.53,1.0,1.0
Manipur,Ukhrul,18.82,10.4,41.86,31.87,Low UHC,59.39,67.54,0.0,0.1858407079646018,0.24792588495575224,0.12680316426244764,0.6004332651341917,0.6595505617977528,31.87,22.44,30.23,31.86,32.14,29.77,41.86,31.87,Northeast,68.13,-12.09,9.43,1.64,-0.27,0.01,1.0,1.0
Manipur,Imphal West,35.91,14.23,55.09,39.43,Low UHC,54.56,62.02,0.25439118785352777,0.3027158986878242,0.4308628318584072,0.3026989297347603,0.5423035262967866,0.5975280898876404,39.43,34.55,36.18,38.64,40.29,36.26,55.09,39.43,Northeast,60.57,-18.83,4.88,3.25,-0.86,0.79,1.0,1.0
Manipur,Senapati,32.55,9.69,43.7,34.13,Low UHC,41.65,80.71,0.20437630247097344,0.164174549893195,0.27336836283185845,0.1793857608189856,0.3869298351185461,0.8075280898876404,34.13,19.07,33.65,34.5,34.75,32.09,43.7,34.13,Northeast,65.87,-11.61,15.06,0.48,-0.62,-0.37,1.0,1.0
Meghalaya,Ribhoi,29.75,8.74,87.77,42.85,Medium UHC,79.81,79.27,0.16269723131884484,0.13518462007934087,0.8827433628318584,0.38227082363890175,0.8461908773618967,0.7913483146067415,42.85,36.45,42.87,42.8,43.21,35.81,87.77,42.85,Northeast,57.15,-51.96,6.4,-0.02,-0.36,0.05,1.0,0.0
Meghalaya,South Garo Hills,41.22,9.44,94.88,47.82,High UHC,82.68,81.93,0.3334325692170288,0.1565456209948123,0.9810564159292037,0.49790600279199615,0.8807317366710796,0.8212359550561797,47.82,43.94,48.02,47.84,48.07,40.3,94.88,47.82,Northeast,52.18,-54.58,3.88,-0.2,-0.25,-0.02,1.0,0.0
Meghalaya,East Jantia Hills,37.61,9.7,92.54,46.14,Medium UHC,83.77,73.95,0.27969633819589157,0.1644797070491303,0.9487002212389382,0.45881805490926,0.8938500421229989,0.7315730337078652,46.14,38.94,46.05,46.14,46.67,38.77,92.54,46.14,Northeast,53.86,-53.77,7.2,0.09,-0.53,0.0,1.0,0.0
Meghalaya,East Garo Hills,35.37,4.59,87.62,38.47,Low UHC,76.1,77.92,0.24635308127418865,0.008544400366188587,0.8806692477876108,0.28036295951605383,0.8015404982549041,0.7761797752808989,38.47,30.91,38.31,38.36,38.49,31.32,87.62,38.47,Northeast,61.53,-56.3,7.56,0.16,-0.02,0.11,1.0,0.0
Meghalaya,West Jaintia Hills,31.54,8.54,87.27,42.6,Medium UHC,83.77,71.22,0.1893420660910985,0.12908147696063474,0.8758296460176991,0.37645416472778026,0.8938500421229989,0.7008988764044943,42.6,35.37,42.31,42.6,42.78,35.61,87.27,42.6,Northeast,57.4,-51.66,7.23,0.29,-0.18,0.0,1.0,0.0
Meghalaya,South West Garo Hills,47.66,5.52,92.96,43.03,Medium UHC,78.17,77.09,0.4292944328669246,0.036924015868172094,0.954507743362832,0.3864588180549091,0.8264532434709351,0.7668539325842696,43.03,36.32,42.85,42.87,42.44,35.49,92.96,43.03,Northeast,56.97,-57.47,6.71,0.18,0.59,0.16,1.0,0.0
Meghalaya,West Khasi Hills,30.36,7.17,86.23,41.76,Medium UHC,79.68,84.96,0.17177731467698715,0.08727494659749771,0.861449115044248,0.3569101907864122,0.8446263088217596,0.8552808988764043,41.76,35.89,41.45,41.86,42.51,34.84,86.23,41.76,Northeast,58.24,-51.39,5.87,0.31,-0.75,-0.1,1.0,0.0
Meghalaya,East Khasi Hills,22.8,13.02,79.7,42.2,Medium UHC,71.13,79.49,0.059243822566239945,0.26579188281965216,0.7711559734513276,0.36714751046998606,0.7417258394511974,0.793820224719101,42.2,37.73,39.97,41.75,42.3,36.0,79.7,42.2,Northeast,57.8,-43.7,4.47,2.23,-0.1,0.45,1.0,1.0
Meghalaya,South West Khasi Hills,32.73,5.44,91.86,40.8,Low UHC,79.68,86.71,0.20705567133075314,0.03448275862068967,0.9392975663716816,0.3345742205677058,0.8446263088217596,0.874943820224719,40.8,37.1,40.87,40.68,41.17,33.3,91.86,40.8,Northeast,59.2,-58.56,3.7,-0.07,-0.37,0.12,1.0,0.0
Meghalaya,North Garo Hills,19.53,13.56,82.05,41.36,Medium UHC,76.1,73.18,0.010568621613575468,0.2822703692401587,0.8036504424778761,0.34760353652861786,0.8015404982549041,0.7229213483146067,41.36,35.58,39.13,41.54,41.44,34.85,82.05,41.36,Northeast,58.64,-47.2,5.78,2.23,-0.08,-0.18,1.0,1.0
Meghalaya,West Garo Hills,42.42,7.76,93.36,46.34,Medium UHC,78.17,88.89,0.3512950282822268,0.10527921879768082,0.9600387168141593,0.4634713820381573,0.8264532434709351,0.899438202247191,46.34,46.22,46.94,46.75,46.54,38.89,93.36,46.34,Northeast,53.66,-54.47,0.12,-0.6,-0.2,-0.41,1.0,0.0
Mizoram,Champhai,61.1,11.69,88.08,54.53,High UHC,81.9,93.57,0.629353974397142,0.22520598108025633,0.8870298672566372,0.6540251279664959,0.8713443254302564,0.9520224719101122,54.53,49.55,54.28,54.53,55.04,48.37,88.08,54.53,Northeast,45.47,-39.71,4.98,0.25,-0.51,0.0,3.0,0.0
Mizoram,Mamit,52.17,14.95,79.87,54.29,High UHC,77.79,97.37,0.49642750818696035,0.3246872139151663,0.7735066371681418,0.6484411354118194,0.8218798892766879,0.9947191011235954,54.29,46.95,52.67,54.3,54.52,49.3,79.87,54.29,Northeast,45.71,-30.57,7.34,1.62,-0.23,-0.01,3.0,0.0
Mizoram,Lunglei,51.43,9.99,71.8,47.32,High UHC,68.88,93.37,0.4854123250967549,0.17332926457125422,0.6619192477876106,0.4862726849697532,0.7146467685642073,0.9497752808988764,47.32,38.65,45.35,47.52,47.79,42.64,71.8,47.32,Northeast,52.68,-29.16,8.67,1.97,-0.47,-0.2,1.0,0.0
Mizoram,Lawngtlai,42.42,13.05,67.54,44.82,Medium UHC,54.41,88.95,0.3512950282822268,0.26670735428745806,0.6030143805309736,0.42810609585853876,0.5404982549043205,0.9001123595505618,44.82,33.28,43.71,44.8,45.43,40.46,67.54,44.82,Northeast,55.18,-27.08,11.54,1.11,-0.61,0.02,1.0,1.0
Mizoram,Saiha,38.13,16.51,75.18,48.97,High UHC,63.23,94.06,0.2874367371241441,0.3722917302410742,0.7086559734513276,0.5246626337831548,0.6466482127813213,0.9575280898876404,48.97,41.52,48.6,48.96,49.1,43.99,75.18,48.97,Northeast,51.03,-31.19,7.45,0.37,-0.13,0.01,1.0,1.0
Mizoram,Kolasib,56.59,15.88,87.54,56.77,High UHC,81.08,92.46,0.5622208990771063,0.35306682941714984,0.8795630530973453,0.7061423918101442,0.8614755084847754,0.9395505617977526,56.77,51.85,55.18,56.86,56.99,50.94,87.54,56.77,Northeast,43.23,-36.6,4.92,1.59,-0.22,-0.09,3.0,0.0
Mizoram,Serchhip,57.96,16.9,81.3,56.03,High UHC,76.44,90.67,0.5826138731765406,0.3841928593225511,0.7932798672566372,0.6889250814332246,0.8056324467444937,0.919438202247191,56.03,52.04,55.88,56.04,56.33,51.05,81.3,56.03,Northeast,43.97,-30.25,3.99,0.15,-0.3,-0.01,3.0,0.0
Mizoram,Aizawl,45.24,23.3,75.31,56.68,High UHC,80.85,91.16,0.39327180708544207,0.5794934391211475,0.710453539823009,0.7040483946021405,0.8587074256829943,0.9249438202247191,56.68,53.11,56.16,56.62,56.89,52.79,75.31,56.68,Northeast,43.32,-22.52,3.57,0.52,-0.21,0.06,3.0,2.0
Nagaland,Zunheboto,38.03,6.76,53.69,38.14,Low UHC,62.53,93.54,0.2859481988687109,0.07476350320415015,0.4115044247787611,0.27268496975337364,0.6382236129498133,0.951685393258427,38.14,30.78,37.18,38.13,38.13,35.01,53.69,38.14,Northeast,61.86,-18.68,7.36,0.96,0.01,0.01,1.0,1.0
Nagaland,Tuensang,24.52,8.95,52.9,35.44,Low UHC,53.16,90.59,0.08484668055969036,0.14159292035398227,0.40058075221238937,0.2098650535132619,0.5254543266337706,0.9185393258426966,35.44,30.33,34.31,35.42,35.25,32.06,52.9,35.44,Northeast,64.56,-20.84,5.11,1.13,0.19,0.02,1.0,1.0
Nagaland,Longleng,36.82,8.75,72.06,43.93,Medium UHC,78.4,89.9,0.2679368859779696,0.1354897772352762,0.6655143805309736,0.4073987901349463,0.8292213262727164,0.9107865168539326,43.93,38.25,43.78,43.94,44.06,38.82,72.06,43.93,Northeast,56.07,-33.24,5.68,0.15,-0.13,-0.01,1.0,0.0
Nagaland,Kiphire,26.4,13.41,46.56,38.08,Low UHC,55.4,87.68,0.11283119976183381,0.27769301190112916,0.3129148230088496,0.27128897161470444,0.5524130460945962,0.8858426966292134,38.08,35.79,36.22,38.1,37.86,36.21,46.56,38.08,Northeast,61.92,-10.35,2.29,1.86,0.22,-0.02,1.0,1.0
Nagaland,Mokokchung,54.77,7.06,59.15,43.41,Medium UHC,73.08,92.25,0.5351295028282227,0.08391821788220932,0.4870022123893805,0.3953001395998137,0.7651943675532553,0.9371910112359549,43.41,41.7,42.94,43.35,43.32,40.18,59.15,43.41,Northeast,56.59,-18.97,1.71,0.47,0.09,0.06,3.0,0.0
Nagaland,Phek,36.28,12.99,57.47,44.16,Medium UHC,65.8,94.24,0.2598987793986305,0.26487641135184625,0.46377212389380534,0.41275011633317815,0.6775785293055723,0.9595505617977527,44.16,33.33,42.96,44.11,43.93,41.35,57.47,44.16,Northeast,55.84,-16.12,10.83,1.2,0.23,0.05,1.0,1.0
Nagaland,Peren,39.54,8.65,35.67,37.3,Low UHC,64.03,92.42,0.3084251265257517,0.1324382056759231,0.16233407079646023,0.25314099581200544,0.6562763268744733,0.9391011235955056,37.3,25.38,37.78,37.33,37.42,37.72,35.67,37.3,Northeast,62.7,2.05,11.92,-0.48,-0.12,-0.03,1.0,1.0
Nagaland,Dimapur,40.37,5.02,37.27,33.41,Low UHC,64.45,85.52,0.3207799940458469,0.02166615807140676,0.18445796460176994,0.1626337831549557,0.6613310867733782,0.8615730337078651,33.41,28.36,29.96,32.84,33.13,32.51,37.27,33.41,Northeast,66.59,-4.76,5.05,3.45,0.28,0.57,1.0,1.0
Nagaland,Wokha,41.01,8.01,50.33,39.36,Low UHC,64.54,88.56,0.3303066388806192,0.11290814769606347,0.36504424778761063,0.3010702652396463,0.6624142496088579,0.8957303370786517,39.36,31.96,36.24,39.36,39.58,37.02,50.33,39.36,Northeast,60.64,-13.31,7.4,3.12,-0.22,0.0,1.0,1.0
Nagaland,Kohima,56.37,4.46,61.86,40.18,Low UHC,76.75,87.84,0.5589461149151532,0.004577357339029614,0.5244745575221239,0.32014890646812466,0.8093633409555903,0.8876404494382022,40.18,33.17,39.74,40.46,40.04,36.07,61.86,40.18,Northeast,59.82,-25.79,7.01,0.44,0.14,-0.28,3.0,0.0
Nagaland,Mon,36.16,5.96,73.64,38.97,Low UHC,62.26,90.85,0.2581125334921106,0.050350930729325616,0.687361725663717,0.2919962773382968,0.6349741244433746,0.9214606741573033,38.97,32.95,38.26,38.98,39.03,33.23,73.64,38.97,Northeast,61.03,-40.41,6.02,0.71,-0.06,-0.01,1.0,1.0
Odisha,Dhenkanal,71.75,11.0,66.48,38.52,Low UHC,21.9,73.81,0.7878832986007739,0.2041501373207202,0.5883573008849559,0.2815262912982782,0.14923576844385605,0.73,38.52,25.49,38.68,35.66,37.72,33.6,66.48,38.52,East,61.48,-32.88,13.03,-0.16,0.8,2.86,3.0,1.0
Odisha,Khordha,69.97,5.68,75.3,37.2,Low UHC,28.77,82.73,0.7613873176540636,0.041806530363137,0.7103152654867257,0.250814332247557,0.23191719821879886,0.8302247191011236,37.2,33.78,37.13,37.95,35.27,31.18,75.3,37.2,East,62.8,-44.12,3.42,0.07,1.93,-0.75,3.0,1.0
Odisha,Balangir,78.74,8.62,62.85,38.6,Low UHC,24.22,82.96,0.8919321226555522,0.1315227342081172,0.5381637168141593,0.28338762214983704,0.17715729931399682,0.8328089887640449,38.6,34.11,38.41,31.67,38.53,34.17,62.85,38.6,East,61.4,-28.68,4.49,0.19,0.07,6.93,3.0,1.0
Odisha,Kandhamal,74.83,6.23,66.63,37.49,Low UHC,33.19,71.87,0.8337302768681155,0.05859017393957891,0.5904314159292035,0.25756165658445784,0.28511252858346364,0.7082022471910112,37.49,20.01,36.95,31.53,37.16,32.47,66.63,37.49,East,62.51,-34.16,17.48,0.54,0.33,5.96,3.0,1.0
Odisha,Nayagarh,72.43,8.62,71.77,37.95,Low UHC,24.5,71.73,0.7980053587377195,0.1315227342081172,0.6615044247787611,0.26826430898092135,0.18052713924660008,0.706629213483146,37.95,31.26,38.26,36.812,35.45,32.36,71.77,37.95,East,62.05,-39.41,6.69,-0.31,2.5,1.14,3.0,1.0
Odisha,Kendujhar,63.24,8.35,65.89,38.16,Low UHC,31.0,75.0,0.6612086930634117,0.12328349099786393,0.5801991150442478,0.27315030246626326,0.2587555662534601,0.7433707865168538,38.16,21.3,38.08,37.577999999999996,35.92,33.29,65.89,38.16,East,61.84,-32.6,16.86,0.08,2.24,0.58,3.0,1.0
Odisha,Jharsuguda,76.81,10.14,63.96,43.77,Medium UHC,39.01,82.68,0.8632033343256921,0.1779066219102838,0.5535121681415929,0.40367612843182865,0.3551570586111445,0.8296629213483147,43.77,28.1,45.25,44.59400000000001,43.33,39.81,63.96,43.77,East,56.23,-24.15,15.67,-1.48,0.44,-0.82,3.0,0.0
Odisha,Jajapur,66.69,15.0,70.04,42.72,Medium UHC,26.06,77.88,0.7125632628758558,0.32621299969484285,0.6375829646017701,0.37924616100511854,0.19930196172824644,0.7757303370786516,42.72,36.7,42.76,46.7,39.94,37.75,70.04,42.72,East,57.28,-32.29,6.02,-0.04,2.78,-3.98,3.0,1.0
Odisha,Rayagada,65.55,5.94,58.9,33.63,Low UHC,24.36,76.96,0.6955939267639177,0.049740616417455,0.48354535398230086,0.16775244299674263,0.17884221928029848,0.7653932584269661,33.63,21.51,32.6,34.55,32.84,29.23,58.9,33.63,East,66.37,-29.67,12.12,1.03,0.79,-0.92,3.0,1.0
Odisha,Malkangiri,74.39,10.61,61.49,40.49,Low UHC,30.64,73.22,0.8271807085442094,0.1922490082392432,0.519358407079646,0.32736156351791523,0.2544229149115417,0.7233707865168538,40.49,21.81,40.22,28.12,40.1,36.48,61.49,40.49,East,59.51,-25.01,18.68,0.27,0.39,12.37,3.0,1.0
Odisha,Mayurbhanj,66.02,6.38,66.29,37.67,Low UHC,35.4,76.74,0.7025900565644536,0.0631675312786085,0.5857300884955754,0.2617496510004653,0.31171019376579606,0.7629213483146067,37.67,21.79,37.58,39.7,36.38,32.7,66.29,37.67,East,62.33,-33.59,15.88,0.09,1.29,-2.03,3.0,1.0
Odisha,Debagarh,70.26,11.84,64.56,43.96,Medium UHC,37.0,82.6,0.7657040785948198,0.22978333841928597,0.5618086283185841,0.40809678920428105,0.33096642195210013,0.82876404494382,43.96,38.74,44.02,30.22,39.0,39.93,64.56,43.96,East,56.04,-24.63,5.22,-0.06,4.96,13.74,3.0,1.0
Odisha,Baleshwar,67.87,10.38,67.25,40.16,Low UHC,25.75,85.65,0.7301280142899672,0.18523039365273122,0.5990044247787611,0.3196835737552348,0.1955710675171501,0.8630337078651685,40.16,35.7,40.38,39.26,39.08,35.31,67.25,40.16,East,59.84,-31.94,4.46,-0.22,1.08,0.9,3.0,1.0
Odisha,Anugul,70.71,10.29,79.59,42.25,Medium UHC,29.27,79.42,0.7724025007442691,0.1824839792493134,0.7696349557522126,0.3683108422522102,0.23793476952701886,0.7930337078651685,42.25,33.36,42.09,40.25599999999999,40.23,36.07,79.59,42.25,East,57.75,-43.52,8.89,0.16,2.02,1.99,3.0,0.0
Odisha,Bhadrak,70.44,10.14,72.63,40.87,Low UHC,26.09,84.18,0.7683834474545995,0.1779066219102838,0.6733960176991152,0.3362028850628198,0.1996630160067397,0.8465168539325842,40.87,35.66,41.34,36.68,40.92,35.39,72.63,40.87,East,59.13,-37.24,5.21,-0.47,-0.05,4.19,3.0,1.0
Odisha,Nuapada,73.58,10.01,63.76,40.92,Low UHC,29.75,82.14,0.8151235486752008,0.1739395788831248,0.5507466814159292,0.3373662168450442,0.24371163798291007,0.8235955056179775,40.92,32.49,40.65,41.196000000000005,39.49,36.63,63.76,40.92,East,59.08,-27.13,8.43,0.27,1.43,-0.28,3.0,1.0
Odisha,Nabarangapur,75.35,6.48,68.17,40.61,Low UHC,42.93,77.32,0.8414706757963678,0.06621910283796156,0.6117256637168142,0.3301535597952535,0.40233481766758933,0.7694382022471908,40.61,34.83,40.47,32.92,40.11,35.67,68.17,40.61,East,59.39,-32.5,5.78,0.14,0.5,7.69,3.0,0.0
